iclass	iform	disasm_intel	category	extension	isa_set	cpl	mode_restriction	eosz_list	easz_list	operand_list	explicit_operands	implicit_operands	flags	encoding_space	pattern	attributes	undocumented	vendor
FNSTENV	FNSTENV_MEMmem28	FNSTENV	X87_ALU	X87	X87	3	64	64	16 32 64	MEM0:w:mem28 REG0=XED_REG_X87STATUS:w:SUPP	MEM	X87STATUS	MUST [ fc0-u   fc1-u   fc2-u   fc3-u   ]	legacy	0xD9 MOD[mm] MOD!=3 REG[0b110] RM[nnn] MODE=2 REXW=1 MODRM()	X87_NOWAIT X87_CONTROL NOTSX	False	shared-or-unspecified
FNSTENV	FNSTENV_MEMmem28	FNSTENV	X87_ALU	X87	X87	3	64	32	16 32 64	MEM0:w:mem28 REG0=XED_REG_X87STATUS:w:SUPP	MEM	X87STATUS	MUST [ fc0-u   fc1-u   fc2-u   fc3-u   ]	legacy	0xD9 MOD[mm] MOD!=3 REG[0b110] RM[nnn] MODE=2 REXW=0 OSZ=0 MODRM()	X87_NOWAIT X87_CONTROL NOTSX	False	shared-or-unspecified
FNSTCW	FNSTCW_MEMmem16	FNSTCW	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	MEM0:w:mem16 REG0=XED_REG_X87CONTROL:r:SUPP REG1=XED_REG_X87STATUS:w:SUPP	MEM	X87CONTROL X87STATUS	MUST [ fc0-u   fc1-u   fc2-u   fc3-u   ]	legacy	0xD9 MOD[mm] MOD!=3 REG[0b111] RM[nnn] MODRM()	X87_NOWAIT X87_CONTROL NOTSX	False	shared-or-unspecified
FXCH	FXCH_ST0_X87	FXCH	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:rw:IMPL:f80 REG1=X87():rw:f80 REG2=XED_REG_X87STATUS:w:SUPP	X87	ST0 X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xD9 MOD[0b11] MOD=3 REG[0b001] RM[nnn]	NOTSX	False	shared-or-unspecified
FXCH	FXCH_ST0_X87_DFC1	FXCH	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:rw:IMPL:f80 REG1=X87():rw:f80 REG2=XED_REG_X87STATUS:w:SUPP	X87	ST0 X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xDF MOD[0b11] MOD=3 REG[0b001] RM[nnn]	NOTSX UNDOCUMENTED	True	shared-or-unspecified
FXCH	FXCH_ST0_X87_DDC1	FXCH	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:rw:IMPL:f80 REG1=X87():rw:f80 REG2=XED_REG_X87STATUS:w:SUPP	X87	ST0 X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xDD MOD[0b11] MOD=3 REG[0b001] RM[nnn]	NOTSX UNDOCUMENTED	True	shared-or-unspecified
FNOP	FNOP	FNOP	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64					legacy	0xD9 MOD[0b11] MOD=3 REG[0b010] RM[0b000]	NOP X87_CONTROL NOTSX	False	shared-or-unspecified
FCHS	FCHS	FCHS	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:rw:SUPP:f80 REG1=XED_REG_X87STATUS:w:SUPP		ST0 X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xD9 MOD[0b11] MOD=3 REG[0b100] RM[0b000]	NOTSX	False	shared-or-unspecified
FABS	FABS	FABS	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:rw:SUPP:f80 REG1=XED_REG_X87STATUS:w:SUPP		ST0 X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xD9 MOD[0b11] MOD=3 REG[0b100] RM[0b001]	NOTSX	False	shared-or-unspecified
FTST	FTST	FTST	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:rw:SUPP:f80 REG1=XED_REG_X87STATUS:w:SUPP		ST0 X87STATUS	MUST [ fc0-mod fc1-mod fc2-mod fc3-mod ]	legacy	0xD9 MOD[0b11] MOD=3 REG[0b100] RM[0b100]	NOTSX	False	shared-or-unspecified
FXAM	FXAM	FXAM	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:rw:SUPP:f80 REG1=XED_REG_X87STATUS:w:SUPP		ST0 X87STATUS	MUST [ fc0-mod fc1-mod fc2-mod fc3-mod ]	legacy	0xD9 MOD[0b11] MOD=3 REG[0b100] RM[0b101]	NOTSX	False	shared-or-unspecified
FLD1	FLD1	FLD1	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:w:SUPP:f80 REG1=XED_REG_X87PUSH:r:SUPP REG2=XED_REG_X87STATUS:w:SUPP		ST0 X87PUSH X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xD9 MOD[0b11] MOD=3 REG[0b101] RM[0b000]	NOTSX	False	shared-or-unspecified
FLDL2T	FLDL2T	FLDL2T	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:w:SUPP:f80 REG1=XED_REG_X87PUSH:r:SUPP REG2=XED_REG_X87STATUS:w:SUPP		ST0 X87PUSH X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xD9 MOD[0b11] MOD=3 REG[0b101] RM[0b001]	NOTSX	False	shared-or-unspecified
FLDL2E	FLDL2E	FLDL2E	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:w:SUPP:f80 REG1=XED_REG_X87PUSH:r:SUPP REG2=XED_REG_X87STATUS:w:SUPP		ST0 X87PUSH X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xD9 MOD[0b11] MOD=3 REG[0b101] RM[0b010]	NOTSX	False	shared-or-unspecified
FLDPI	FLDPI	FLDPI	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:w:SUPP:f80 REG1=XED_REG_X87PUSH:r:SUPP REG2=XED_REG_X87STATUS:w:SUPP		ST0 X87PUSH X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xD9 MOD[0b11] MOD=3 REG[0b101] RM[0b011]	NOTSX	False	shared-or-unspecified
FLDLG2	FLDLG2	FLDLG2	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:w:SUPP:f80 REG1=XED_REG_X87PUSH:r:SUPP REG2=XED_REG_X87STATUS:w:SUPP		ST0 X87PUSH X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xD9 MOD[0b11] MOD=3 REG[0b101] RM[0b100]	NOTSX	False	shared-or-unspecified
FLDLN2	FLDLN2	FLDLN2	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:w:SUPP:f80 REG1=XED_REG_X87PUSH:r:SUPP REG2=XED_REG_X87STATUS:w:SUPP		ST0 X87PUSH X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xD9 MOD[0b11] MOD=3 REG[0b101] RM[0b101]	NOTSX	False	shared-or-unspecified
FLDZ	FLDZ	FLDZ	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:w:SUPP:f80 REG1=XED_REG_X87PUSH:r:SUPP REG2=XED_REG_X87STATUS:w:SUPP		ST0 X87PUSH X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xD9 MOD[0b11] MOD=3 REG[0b101] RM[0b110]	NOTSX	False	shared-or-unspecified
F2XM1	F2XM1	F2XM1	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:rw:SUPP:f80 REG1=XED_REG_X87STATUS:w:SUPP		ST0 X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xD9 MOD[0b11] MOD=3 REG[0b110] RM[0b000]	NOTSX	False	shared-or-unspecified
FYL2X	FYL2X	FYL2X	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:r:SUPP:f80 REG1=XED_REG_ST1:rw:SUPP:f80 REG2=XED_REG_X87POP:r:SUPP REG3=XED_REG_X87STATUS:w:SUPP		ST0 ST1 X87POP X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xD9 MOD[0b11] MOD=3 REG[0b110] RM[0b001]	NOTSX	False	shared-or-unspecified
FPTAN	FPTAN	FPTAN	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:rw:SUPP:f80 REG1=XED_REG_ST1:w:SUPP:f80 REG2=XED_REG_X87PUSH:r:SUPP REG3=XED_REG_X87STATUS:w:SUPP		ST0 ST1 X87PUSH X87STATUS	MUST [ fc0-u   fc1-mod fc2-mod fc3-u   ]	legacy	0xD9 MOD[0b11] MOD=3 REG[0b110] RM[0b010]	NOTSX	False	shared-or-unspecified
FPATAN	FPATAN	FPATAN	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:r:SUPP:f80 REG1=XED_REG_ST1:rw:SUPP:f80 REG2=XED_REG_X87POP:r:SUPP REG3=XED_REG_X87STATUS:w:SUPP		ST0 ST1 X87POP X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xD9 MOD[0b11] MOD=3 REG[0b110] RM[0b011]	NOTSX	False	shared-or-unspecified
FXTRACT	FXTRACT	FXTRACT	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:rw:SUPP:f80 REG1=XED_REG_ST1:w:SUPP:f80 REG2=XED_REG_X87PUSH:r:SUPP REG3=XED_REG_X87STATUS:w:SUPP		ST0 ST1 X87PUSH X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xD9 MOD[0b11] MOD=3 REG[0b110] RM[0b100]	NOTSX	False	shared-or-unspecified
FPREM1	FPREM1	FPREM1	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:rw:SUPP:f80 REG1=XED_REG_ST1:r:SUPP:f80 REG2=XED_REG_X87STATUS:w:SUPP		ST0 ST1 X87STATUS	MUST [ fc0-mod fc1-mod fc2-mod fc3-mod ]	legacy	0xD9 MOD[0b11] MOD=3 REG[0b110] RM[0b101]	NOTSX	False	shared-or-unspecified
FDECSTP	FDECSTP	FDECSTP	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_X87STATUS:rw:SUPP		X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xD9 MOD[0b11] MOD=3 REG[0b110] RM[0b110]	X87_CONTROL NOTSX	False	shared-or-unspecified
FINCSTP	FINCSTP	FINCSTP	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_X87STATUS:rw:SUPP		X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xD9 MOD[0b11] MOD=3 REG[0b110] RM[0b111]	X87_CONTROL NOTSX	False	shared-or-unspecified
FPREM	FPREM	FPREM	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:rw:SUPP:f80 REG1=XED_REG_ST1:r:SUPP:f80 REG2=XED_REG_X87STATUS:w:SUPP		ST0 ST1 X87STATUS	MUST [ fc0-mod fc1-mod fc2-mod fc3-mod ]	legacy	0xD9 MOD[0b11] MOD=3 REG[0b111] RM[0b000]	NOTSX	False	shared-or-unspecified
FYL2XP1	FYL2XP1	FYL2XP1	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:r:SUPP:f80 REG1=XED_REG_ST1:rw:SUPP:f80 REG2=XED_REG_X87POP:r:SUPP REG3=XED_REG_X87STATUS:w:SUPP		ST0 ST1 X87POP X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xD9 MOD[0b11] MOD=3 REG[0b111] RM[0b001]	NOTSX	False	shared-or-unspecified
FSQRT	FSQRT	FSQRT	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:rw:SUPP:f80 REG1=XED_REG_X87STATUS:w:SUPP		ST0 X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xD9 MOD[0b11] MOD=3 REG[0b111] RM[0b010]	NOTSX	False	shared-or-unspecified
FSINCOS	FSINCOS	FSINCOS	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:rw:SUPP:f80 REG1=XED_REG_ST1:w:SUPP:f80 REG2=XED_REG_X87PUSH:r:SUPP REG3=XED_REG_X87STATUS:w:SUPP		ST0 ST1 X87PUSH X87STATUS	MUST [ fc0-u   fc1-mod fc2-mod fc3-u   ]	legacy	0xD9 MOD[0b11] MOD=3 REG[0b111] RM[0b011]	NOTSX	False	shared-or-unspecified
FRNDINT	FRNDINT	FRNDINT	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:rw:SUPP:f80 REG1=XED_REG_X87STATUS:w:SUPP		ST0 X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xD9 MOD[0b11] MOD=3 REG[0b111] RM[0b100]	NOTSX	False	shared-or-unspecified
FSCALE	FSCALE	FSCALE	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:rw:SUPP:f80 REG1=XED_REG_ST1:r:SUPP:f80 REG2=XED_REG_X87STATUS:w:SUPP		ST0 ST1 X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xD9 MOD[0b11] MOD=3 REG[0b111] RM[0b101]	NOTSX	False	shared-or-unspecified
FSIN	FSIN	FSIN	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:rw:SUPP:f80 REG1=XED_REG_X87STATUS:w:SUPP		ST0 X87STATUS	MUST [ fc0-u   fc1-mod fc2-mod fc3-u   ]	legacy	0xD9 MOD[0b11] MOD=3 REG[0b111] RM[0b110]	NOTSX	False	shared-or-unspecified
FCOS	FCOS	FCOS	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:rw:SUPP:f80 REG1=XED_REG_X87STATUS:w:SUPP		ST0 X87STATUS	MUST [ fc0-u   fc1-mod fc2-mod fc3-u   ]	legacy	0xD9 MOD[0b11] MOD=3 REG[0b111] RM[0b111]	NOTSX	False	shared-or-unspecified
FIADD	FIADD_ST0_MEMmem32int	FIADD	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:rw:IMPL:f80 MEM0:r:mem32int REG1=XED_REG_X87STATUS:w:SUPP	MEM	ST0 X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xDA MOD[mm] MOD!=3 REG[0b000] RM[nnn] MODRM()	NOTSX	False	shared-or-unspecified
FIADD	FIADD_ST0_MEMmem16int	FIADD	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:rw:IMPL:f80 MEM0:r:mem16int REG1=XED_REG_X87STATUS:w:SUPP	MEM	ST0 X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xDE MOD[mm] MOD!=3 REG[0b000] RM[nnn] MODRM()	NOTSX	False	shared-or-unspecified
FIMUL	FIMUL_ST0_MEMmem32int	FIMUL	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:rw:IMPL:f80 MEM0:r:mem32int REG1=XED_REG_X87STATUS:w:SUPP	MEM	ST0 X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xDA MOD[mm] MOD!=3 REG[0b001] RM[nnn] MODRM()	NOTSX	False	shared-or-unspecified
FIMUL	FIMUL_ST0_MEMmem16int	FIMUL	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:rw:IMPL:f80 MEM0:r:mem16int REG1=XED_REG_X87STATUS:w:SUPP	MEM	ST0 X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xDE MOD[mm] MOD!=3 REG[0b001] RM[nnn] MODRM()	NOTSX	False	shared-or-unspecified
FICOM	FICOM_ST0_MEMmem32int	FICOM	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:r:IMPL:f80 MEM0:r:mem32int REG1=XED_REG_X87STATUS:w:SUPP	MEM	ST0 X87STATUS	MUST [ fc0-mod fc1-mod fc2-mod fc3-mod ]	legacy	0xDA MOD[mm] MOD!=3 REG[0b010] RM[nnn] MODRM()	NOTSX	False	shared-or-unspecified
FICOM	FICOM_ST0_MEMmem16int	FICOM	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:r:IMPL:f80 MEM0:r:mem16int REG1=XED_REG_X87STATUS:w:SUPP	MEM	ST0 X87STATUS	MUST [ fc0-mod fc1-mod fc2-mod fc3-mod ]	legacy	0xDE MOD[mm] MOD!=3 REG[0b010] RM[nnn] MODRM()	NOTSX	False	shared-or-unspecified
FICOMP	FICOMP_ST0_MEMmem32int	FICOMP	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:r:IMPL:f80 MEM0:r:mem32int REG1=XED_REG_X87POP:r:SUPP REG2=XED_REG_X87STATUS:w:SUPP	MEM	ST0 X87POP X87STATUS	MUST [ fc0-mod fc1-mod fc2-mod fc3-mod ]	legacy	0xDA MOD[mm] MOD!=3 REG[0b011] RM[nnn] MODRM()	NOTSX	False	shared-or-unspecified
FICOMP	FICOMP_ST0_MEMmem16int	FICOMP	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:r:IMPL:f80 MEM0:r:mem16int REG1=XED_REG_X87POP:r:SUPP REG2=XED_REG_X87STATUS:w:SUPP	MEM	ST0 X87POP X87STATUS	MUST [ fc0-mod fc1-mod fc2-mod fc3-mod ]	legacy	0xDE MOD[mm] MOD!=3 REG[0b011] RM[nnn] MODRM()	NOTSX	False	shared-or-unspecified
FISUB	FISUB_ST0_MEMmem32int	FISUB	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:rw:IMPL:f80 MEM0:r:mem32int REG1=XED_REG_X87STATUS:w:SUPP	MEM	ST0 X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xDA MOD[mm] MOD!=3 REG[0b100] RM[nnn] MODRM()	NOTSX	False	shared-or-unspecified
FISUB	FISUB_ST0_MEMmem16int	FISUB	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:rw:IMPL:f80 MEM0:r:mem16int REG1=XED_REG_X87STATUS:w:SUPP	MEM	ST0 X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xDE MOD[mm] MOD!=3 REG[0b100] RM[nnn] MODRM()	NOTSX	False	shared-or-unspecified
FISUBR	FISUBR_ST0_MEMmem32int	FISUBR	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:rw:IMPL:f80 MEM0:r:mem32int REG1=XED_REG_X87STATUS:w:SUPP	MEM	ST0 X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xDA MOD[mm] MOD!=3 REG[0b101] RM[nnn] MODRM()	NOTSX	False	shared-or-unspecified
FISUBR	FISUBR_ST0_MEMmem16int	FISUBR	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:rw:IMPL:f80 MEM0:r:mem16int REG1=XED_REG_X87STATUS:w:SUPP	MEM	ST0 X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xDE MOD[mm] MOD!=3 REG[0b101] RM[nnn] MODRM()	NOTSX	False	shared-or-unspecified
FIDIV	FIDIV_ST0_MEMmem32int	FIDIV	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:rw:IMPL:f80 MEM0:r:mem32int REG1=XED_REG_X87STATUS:w:SUPP	MEM	ST0 X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xDA MOD[mm] MOD!=3 REG[0b110] RM[nnn] MODRM()	NOTSX	False	shared-or-unspecified
FIDIV	FIDIV_ST0_MEMmem16int	FIDIV	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:rw:IMPL:f80 MEM0:r:mem16int REG1=XED_REG_X87STATUS:w:SUPP	MEM	ST0 X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xDE MOD[mm] MOD!=3 REG[0b110] RM[nnn] MODRM()	NOTSX	False	shared-or-unspecified
FIDIVR	FIDIVR_ST0_MEMmem32int	FIDIVR	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:rw:IMPL:f80 MEM0:r:mem32int REG1=XED_REG_X87STATUS:w:SUPP	MEM	ST0 X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xDA MOD[mm] MOD!=3 REG[0b111] RM[nnn] MODRM()	NOTSX	False	shared-or-unspecified
FIDIVR	FIDIVR_ST0_MEMmem16int	FIDIVR	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:rw:IMPL:f80 MEM0:r:mem16int REG1=XED_REG_X87STATUS:w:SUPP	MEM	ST0 X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xDE MOD[mm] MOD!=3 REG[0b111] RM[nnn] MODRM()	NOTSX	False	shared-or-unspecified
FCMOVB	FCMOVB_ST0_X87	FCMOVB	FCMOV	X87	FCMOV	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:cw:IMPL:f80 REG1=X87():r:f80 REG2=XED_REG_X87STATUS:w:SUPP	X87	ST0 X87STATUS	MUST [ cf-tst fc0-u fc1-mod fc2-u fc3-u  ]	legacy	0xDA MOD[0b11] MOD=3 REG[0b000] RM[nnn]	NOTSX	False	shared-or-unspecified
FCMOVE	FCMOVE_ST0_X87	FCMOVE	FCMOV	X87	FCMOV	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:cw:IMPL:f80 REG1=X87():r:f80 REG2=XED_REG_X87STATUS:w:SUPP	X87	ST0 X87STATUS	MUST [ zf-tst fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xDA MOD[0b11] MOD=3 REG[0b001] RM[nnn]	NOTSX	False	shared-or-unspecified
FCMOVBE	FCMOVBE_ST0_X87	FCMOVBE	FCMOV	X87	FCMOV	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:cw:IMPL:f80 REG1=X87():r:f80 REG2=XED_REG_X87STATUS:w:SUPP	X87	ST0 X87STATUS	MUST [ cf-tst zf-tst  fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xDA MOD[0b11] MOD=3 REG[0b010] RM[nnn]	NOTSX	False	shared-or-unspecified
FCMOVU	FCMOVU_ST0_X87	FCMOVU	FCMOV	X87	FCMOV	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:cw:IMPL:f80 REG1=X87():r:f80 REG2=XED_REG_X87STATUS:w:SUPP	X87	ST0 X87STATUS	MUST [ pf-tst fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xDA MOD[0b11] MOD=3 REG[0b011] RM[nnn]	NOTSX	False	shared-or-unspecified
FUCOMPP	FUCOMPP	FUCOMPP	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:r:SUPP:f80 REG1=XED_REG_ST1:r:SUPP:f80 REG2=XED_REG_X87POP2:rw:SUPP REG3=XED_REG_X87STATUS:rw:SUPP		ST0 ST1 X87POP2 X87STATUS	MUST [ fc0-mod fc1-mod fc2-mod fc3-mod ]	legacy	0xDA MOD[0b11] MOD=3 REG[0b101] RM[0b001]	NOTSX	False	shared-or-unspecified
FILD	FILD_ST0_MEMmem32int	FILD	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:w:IMPL:f80 MEM0:r:mem32int REG1=XED_REG_X87PUSH:r:SUPP REG2=XED_REG_X87STATUS:w:SUPP	MEM	ST0 X87PUSH X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xDB MOD[mm] MOD!=3 REG[0b000] RM[nnn] MODRM()	NOTSX	False	shared-or-unspecified
FILD	FILD_ST0_MEMmem16int	FILD	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:w:IMPL:f80 MEM0:r:mem16int REG1=XED_REG_X87PUSH:r:SUPP REG2=XED_REG_X87STATUS:w:SUPP	MEM	ST0 X87PUSH X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xDF MOD[mm] MOD!=3 REG[0b000] RM[nnn] MODRM()	NOTSX	False	shared-or-unspecified
FILD	FILD_ST0_MEMm64int	FILD	X87_ALU	X87	X87	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_ST0:w:IMPL:f80 MEM0:r:m64int REG1=XED_REG_X87PUSH:r:SUPP REG2=XED_REG_X87STATUS:w:SUPP	MEM	ST0 X87PUSH X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xDF MOD[mm] MOD!=3 REG[0b101] RM[nnn] MODRM()	NOTSX	False	shared-or-unspecified
FISTTP	FISTTP_MEMmem32int_ST0	FISTTP	X87_ALU	SSE3	SSE3X87	3	16 32 64	16 32 64	16 32 64	MEM0:w:mem32int REG0=XED_REG_ST0:r:IMPL:f80 REG1=XED_REG_X87POP:r:SUPP REG2=XED_REG_X87STATUS:w:SUPP	MEM	ST0 X87POP X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xDB MOD[mm] MOD!=3 REG[0b001] RM[nnn] MODRM()	NOTSX	False	shared-or-unspecified
FISTTP	FISTTP_MEMm64int_ST0	FISTTP	X87_ALU	SSE3	SSE3X87	3	16 32 64	16 32 64	16 32 64	MEM0:w:m64int REG0=XED_REG_ST0:r:IMPL:f80 REG1=XED_REG_X87POP:r:SUPP REG2=XED_REG_X87STATUS:w:SUPP	MEM	ST0 X87POP X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xDD MOD[mm] MOD!=3 REG[0b001] RM[nnn] MODRM()	NOTSX	False	shared-or-unspecified
FISTTP	FISTTP_MEMmem16int_ST0	FISTTP	X87_ALU	SSE3	SSE3X87	3	16 32 64	16 32 64	16 32 64	MEM0:w:mem16int REG0=XED_REG_ST0:r:IMPL:f80 REG1=XED_REG_X87POP:r:SUPP REG2=XED_REG_X87STATUS:w:SUPP	MEM	ST0 X87POP X87STATUS	MUST [ fc0-u   fc1-mod fc2-u   fc3-u   ]	legacy	0xDF MOD[mm] MOD!=3 REG[0b001] RM[nnn] MODRM()	NOTSX	False	shared-or-unspecified
